Student_ID,Name,Gender,Age,Class,City,Attendance_Percentage,Mathematics,Science,English,Social_Studies,Computer_Science,Hindi
STU00351,Sanya Chauhan,Male,14,10,Kolkata,83.0,76.0,84.0,66.0,21.0,52.0,50.0
STU00052,Aman Sharma,Male,17,9,Lucknow,73.0,50.0,85.0,78.0,41.0,,64.0
STU00508,Sanya Bhat,Male,17,10,Kolkata,100.0,86.0,31.0,85.0,34.0,50.0,83.0
STU00576,Rahul Mehta,Female,17,10,Patna,68.3,52.0,58.0,42.0,67.0,,61.0
STU00234,Reyansh Joshi,Male,14,9,Bhopal,75.1,32.0,,58.0,80.0,,70.0
STU00744,Reyansh Sharma,Male,17,9,Bengaluru,59.5,61.0,37.0,48.0,55.0,62.0,56.0
STU00479,Ananya Chauhan,Female,15,11,Pune,94.9,73.0,46.0,70.0,87.0,AB,40.0
STU01000,Aryan Patel,Female,16,12,Nagpur,76.4,69.0,36.0,76.0,92.0,75.0,27.0
STU00194,Aditya Bhat,Male,16,9,Chennai,87.8,28.0,82.0,54.0,93.0,55.0,53.0
STU00405,Yash Agarwal,Male,16,12,Mumbai,50.3,78.0,78.0,66.0,73.0,96.0,54.0
STU00884,Sanya Rao,Male,16,9,Indore,78.5,30.0,78.0,84.0,62.0,57.0,46.0
STU00488,Sai Singh,Male,18,10,Ahmedabad,60.9,74.0,80.0,67.0,44.0,96.0,77.0
STU00472,Rakesh Rao,Female,16,9,Pune,81.5,42.0,,38.0,68.0,33.0,81.0
STU00257,Vikram Bhat,Male,18,11,Lucknow,62.6,66.0,83.0,41.0,49.0,100.0,56.0
STU00895,Priya Kapoor,FEMALE,16,11,Kolkata,93.6,70.0,73.0,85.0,44.0,51.0,74.0
STU01101,Rahul Sharma,Female,18,10,Chandigarh,89.7,59.0,59.0,74.0,50.0,60.0,
STU00139,Priya Kapoor,Female,15,9,Mumbai,82.5,65.0,52.0,57.0,47.0,80.0,88.0
STU00492,Kavya Chauhan,Female,18,11,Jaipur,100.0,13.0,72.0,47.0,34.0,56.0,21.0
STU00579,Arjun Pandey,Male,16,9,Pune,85.3,70.0,,84.0,34.0,100.0,80.0
STU00707,Kabir Kapoor,Male,14,9,Indore,,45.0,26.0,85.0,79.0,62.0,33.0
STU00207,Aryan Gupta,Female,16,11,Chandigarh,64.8,64.0,28.0,52.0,56.0,,72.0
STU00849,Priya Gupta,Male,18,10,Bhopal,96.2,,,89.0,99.0,80.0,80.0
STU01058,Tanvi Singh,Female,15,12,Indore,93.3,71.0,,65.0,4.0,52.0,44.0
STU00001,Vihaan Kapoor,Female,17,11,Bhopal,72.3,95.0,72.0,54.0,56.0,98.0,
STU00227,Ishita Sharma,Male,15,11,Lucknow,65.5,68.0,83.0,68.0,46.0,86.0,48.0
STU00250,Deepak Iyer,Male,18,9,Patna,63.5,84.0,68.0,,68.0,71.0,60.0
STU00890,Dhruv Yadav,Male,15,12,Jaipur,69.3,48.0,38.0,32.0,98.0,47.0,28.0
STU00706,Aditya Joshi,Male,18,9,Chandigarh,88.8,57.0,74.0,59.0,50.0,74.0,86.0
STU00980,Meera Kumar,Female,14,10,Bengaluru,82.6,67.0,66.0,89.0,36.0,57.0,100.0
STU01030,Yash Iyer,Female,16,12,Indore,69.8,52.0,49.0,74.0,43.0,100.0,58.0
STU00284,Rohan Singh,Male,16,9,Bengaluru,73.9,30.0,63.0,61.0,56.0,78.0,26.0
STU00314,Karthik Nair,Female,14,9,Hyderabad,100.0,66.0,79.0,65.0,53.0,82.0,67.0
STU00597,Reyansh Malhotra,Female,18,12,Nagpur,100.0,78.0,56.0,49.0,56.0,96.0,71.0
STU00060,Rohan Gupta,Female,17,10,Bengaluru,,64.0,56.0,69.0,34.0,52.0,50.0
STU00048,Manoj Patel,Male,14,11,Patna,100.0,50.0,66.0,35.0,36.0,76.0,29.0
STU01133,Arjun Verma,Female,15,12,Bhopal,100.0,61.0,57.0,49.0,47.0,80.0,93.0
STU01090,Neha Rao,Male,15,10,Jaipur,88.5,75.0,41.0,49.0,54.0,AB,33.0
STU00987,Anjali Reddy,Female,17,11,Pune,54.5,78.0,72.0,33.0,,40.0,24.0
STU00970,Amit Singh,Male,16,11,Lucknow,75.7,75.0,46.0,76.0,50.0,81.0,63.0
STU01169,Priya Bhat,Male,14,10,Jaipur,84.6,61.0,50.0,39.0,71.0,77.0,72.0
STU01175,Ishaan Mehta,Male,18,9,Nagpur,100.0,73.0,58.0,67.0,47.0,77.0,46.0
STU00759,Ishita Sharma,Female,16,10,Chandigarh,70.2,52.0,50.0,75.0,38.0,62.0,67.0
STU00979,Kavya Mehta,Male,17,11,Bhopal,80.9,47.0,62.0,42.0,40.0,63.0,54.0
STU01123,Sneha Bhat,Male,17,11,Ahmedabad,100.0,55.0,95.0,108,31.0,67.0,71.0
STU00313,Pooja Singh,Female,18,9,Jaipur,73.7,57.0,59.0,70.0,20.0,69.0,55.0
STU00092,Ishita Yadav,Female,16,12,Indore,73.3,42.0,85.0,80.0,38.0,47.0,
STU00722,Deepak Iyer,Male,17,10,Chennai,70.9,42.0,76.0,47.0,33.0,61.0,41.0
STU00735,Nisha Verma,Female,14,10,Ahmedabad,69.5,68.0,67.0,33.0,AB,79.0,71.0
STU00812,Rakesh Sharma,Male,15,12,Bengaluru,63.3,52.0,30.0,37.0,66.0,94.0,53.0
STU00460,Kabir Chauhan,Male,15,10,Ahmedabad,70.3,67.0,60.0,67.0,53.0,62.0,73.0
STU01136,Dhruv Reddy,Female,15,10,Pune,99.6,69.0,44.0,66.0,16.0,100.0,31.0
STU00850,Rahul Agarwal,Male,18,9,Indore,76.8,51.0,85.0,49.0,70.0,,83.0
STU00384,Pooja Rao,Male,18,9,Chennai,86.7,28.0,27.0,32.0,74.0,71.0,52.0
STU00018,Manoj Verma,Female,15,9,Bengaluru,,,16.0,42.0,54.0,78.0,61.0
STU00956,Aditya Pandey,Female,16,12,Lucknow,85.4,59.0,42.0,,53.0,,44.0
STU01087,Vijay Kapoor,Female,18,10,Delhi,85.1,59.0,78.0,41.0,49.0,47.0,30.0
STU01067,Sanya Nair,Female,17,9,Bengaluru,79.6,,56.0,83.0,65.0,90.0,
STU00988,Riya Verma,Female,17,11,Bengaluru,81.3,89.0,74.0,73.0,54.0,36.0,38.0
STU01015,Kavya Reddy,Female,16,10,Delhi,82.0,76.0,67.0,66.0,42.0,75.0,52.0
STU01173,Aditi Patel,Male,16,12,Ahmedabad,73.3,51.0,47.0,39.0,44.0,61.0,69.0
STU01146,Yash Reddy,Male,14,10,Chandigarh,56.9,61.0,27.0,,57.0,44.0,62.0
STU00126,Krishna Rao,Female,14,9,Nagpur,100.0,55.0,37.0,100.0,43.0,72.0,62.0
STU00512,Suresh Bhat,Male,18,12,Hyderabad,73.6,62.0,41.0,94.0,35.0,73.0,80.0
STU00077,Rakesh Patel,Male,16,10,Hyderabad,100.0,59.0,51.0,71.0,75.0,82.0,100.0
STU00931,Tanvi Patel,Male,18,9,Bengaluru,80.2,77.0,50.0,74.0,75.0,49.0,53.0
STU00142,Meera Rao,Female,16,9,Kolkata,81.6,71.0,80.0,76.0,100.0,96.0,86.0
STU00586,Neha Chauhan,Female,18,11,Jaipur,69.2,73.0,64.0,62.0,50.0,100.0,80.0
STU00819,Reyansh Chauhan,Female,18,11,Hyderabad,81.1,70.0,49.0,52.0,58.0,72.0,68.0
STU01174,Karthik Kapoor,Male,14,10,Mumbai,66.6,61.0,73.0,24.0,66.0,45.0,71.0
STU00788,Sai Reddy,Female,18,9,Chennai,73.4,54.0,84.0,45.0,26.0,65.0,87.0
STU00556,Neha Singh,Female,18,11,Chandigarh,86.2,38.0,50.0,41.0,36.0,82.0,92.0
STU01057,Rakesh Mishra,Female,16,10,Lucknow,77.9,52.0,83.0,96.0,43.0,,50.0
STU00016,Priya Singh,Female,15,9,Hyderabad,72.5,90.0,32.0,,71.0,47.0,
STU00436,Priya Singh,Male,18,9,Chennai,67.2,99.0,74.0,78.0,48.0,99.0,57.0
STU00499,Kavya Nair,Female,14,10,Mumbai,76.2,23.0,80.0,70.0,57.0,86.0,78.0
STU00620,Aryan Sharma,Female,17,9,Patna,91.5,39.0,49.0,80.0,52.0,72.0,64.0
STU00451,Aarav Sharma,Male,14,12,Kolkata,93.0,61.0,60.0,74.0,26.0,60.0,85.0
STU00767,Deepak Kumar,Female,15,11,Hyderabad,69.6,80.0,79.0,63.0,AB,,74.0
STU00036,Nisha Kumar,Male,16,9,Bengaluru,96.6,51.0,84.0,80.0,55.0,77.0,57.0
STU00948,Sai Pandey,Female,15,10,Bengaluru,84.2,76.0,47.0,67.0,57.0,73.0,52.0
STU00982,Sai Bhat,Female,14,11,Mumbai,90.6,91.0,43.0,51.0,46.0,78.0,43.0
STU00242,Kabir Kapoor,Male,14,9,Ahmedabad,79.9,89.0,71.0,59.0,59.0,51.0,44.0
STU00530,Ananya Reddy,MALE,16,10,Chandigarh,58.4,90.0,58.0,53.0,52.0,59.0,55.0
STU00344,Ananya Joshi,Male,16,11,Chandigarh,,71.0,89.0,58.0,34.0,72.0,62.0
STU00887,Rahul Nair,Male,17,12,Bhopal,82.4,86.0,56.0,36.0,32.0,70.0,69.0
STU00507,Rohan Reddy,Male,15,12,Patna,67.8,37.0,40.0,63.0,79.0,50.0,48.0
STU00458,Aditi Rao,Female,15,11,Chandigarh,59.1,88.0,71.0,79.0,32.0,69.0,66.0
STU00216,Vihaan Malhotra,Female,18,11,Bhopal,60.8,60.0,76.0,28.0,40.0,81.0,69.0
STU00209,Amit Gupta,Female,17,10,Lucknow,86.1,70.0,53.0,66.0,33.0,80.0,92.0
STU00946,Krishna Singh,Female,14,11,Pune,72.8,41.0,56.0,30.0,48.0,95.0,54.0
STU00065,Riya Chauhan,Female,18,10,Jaipur,,65.0,58.0,67.0,59.0,44.0,53.0
STU00011,Sanya Nair,Female,15,10,Indore,100.0,44.0,23.0,89.0,59.0,88.0,25.0
STU00253,Kabir Rao,Female,18,10,Patna,91.5,46.0,15.0,73.0,77.0,,64.0
STU00604,Sanya Malhotra,Female,16,10,Patna,70.9,75.0,87.0,45.0,54.0,76.0,55.0
STU00806,Nisha Gupta,FEMALE,14,11,Patna,96.6,AB,60.0,75.0,51.0,65.0,58.0
STU01125,Reyansh Iyer,Male,18,9,Jaipur,81.5,74.0,,36.0,44.0,68.0,47.0
STU00315,Sanya Nair,Female,15,12,Chennai,68.3,55.0,46.0,65.0,85.0,37.0,76.0
STU00519,Rakesh Sharma,Female,17,9,Pune,85.8,71.0,35.0,59.0,74.0,77.0,73.0
STU00466,Kavya Yadav,Female,18,11,Pune,75.9,66.0,48.0,61.0,62.0,64.0,31.0
STU00932,Vikram Nair,Female,14,12,Indore,82.5,42.0,62.0,81.0,70.0,87.0,98.0
STU00964,Rahul Gupta,Male,14,11,Chennai,87.4,45.0,79.0,45.0,35.0,76.0,52.0
STU00843,Rahul Mehta,Female,17,10,Chandigarh,,43.0,62.0,64.0,64.0,100.0,87.0
STU00368,Ishaan Yadav,MALE,14,9,Hyderabad,95.8,70.0,16.0,87.0,57.0,55.0,58.0
STU00146,Aman Patel,Female,17,12,Chennai,69.7,51.0,34.0,71.0,70.0,87.0,59.0
STU00363,Nisha Gupta,Female,15,12,Jaipur,86.8,77.0,61.0,44.0,29.0,55.0,44.0
STU00631,Kabir Mishra,Male,18,10,Bengaluru,94.7,70.0,49.0,58.0,51.0,66.0,61.0
STU00091,Deepak Kumar,Male,18,9,Bhopal,93.3,74.0,29.0,46.0,42.0,99.0,53.0
STU00322,Suresh Rao,Female,17,12,Chandigarh,86.2,83.0,66.0,71.0,56.0,49.0,59.0
STU00186,Karthik Yadav,Male,14,12,Mumbai,76.2,84.0,74.0,54.0,52.0,85.0,58.0
STU00925,Sanya Kumar,Male,15,10,Indore,100.0,32.0,50.0,54.0,,87.0,41.0
STU00869,Sanya Verma,Male,17,11,Patna,71.3,39.0,55.0,37.0,40.0,74.0,68.0
STU00757,Tanvi Reddy,Female,14,11,Bhopal,95.7,82.0,59.0,64.0,44.0,62.0,97.0
STU00120,Dhruv Chauhan,Female,16,10,Delhi,70.7,57.0,11.0,56.0,36.0,73.0,62.0
STU01063,Tanvi Patel,Male,16,12,Indore,78.9,29.0,79.0,65.0,49.0,95.0,51.0
STU00841,Deepak Sharma,Male,17,10,Nagpur,100.0,65.0,71.0,44.0,42.0,40.0,54.0
STU00494,Pooja Reddy,Female,17,10,Bhopal,99.0,31.0,71.0,64.0,68.0,55.0,51.0
STU00444,Aditya Kumar,Male,18,12,Ahmedabad,45.4,60.0,68.0,56.0,47.0,81.0,36.0
STU00339,Aditi Verma,Female,14,12,Chennai,79.8,84.0,68.0,32.0,9.0,49.0,48.0
STU01109,Priya Agarwal,Female,17,10,Bhopal,87.0,63.0,,47.0,,79.0,61.0
STU00225,Sanya Patel,Male,18,10,Chandigarh,76.0,34.0,,68.0,66.0,51.0,100.0
STU00020,Aryan Chauhan,Male,18,12,Hyderabad,89.5,55.0,53.0,60.0,43.0,62.0,42.0
STU01097,Aryan Singh,Female,14,9,Indore,72.2,12.0,33.0,65.0,58.0,100.0,25.0
STU00419,Aman Kumar,Female,14,12,Hyderabad,100.0,67.0,50.0,54.0,66.0,87.0,56.0
STU01100,Riya Kumar,Female,18,12,Pune,,44.0,64.0,74.0,56.0,78.0,71.0
STU00992,Aditya Kapoor,Female,14,12,Chennai,70.2,62.0,69.0,76.0,53.0,48.0,92.0
STU00386,Meera Agarwal,Female,17,11,Delhi,92.3,50.0,47.0,52.0,77.0,55.0,63.0
STU00930,Sanya Malhotra,Male,16,12,Mumbai,95.6,47.0,69.0,80.0,44.0,38.0,86.0
STU00453,Priya Malhotra,Male,17,12,Chennai,87.1,94.0,56.0,76.0,100.0,71.0,64.0
STU00265,Rakesh Mishra,Female,16,11,Pune,92.6,63.0,36.0,66.0,66.0,65.0,41.0
STU01065,Aditya Reddy,FEMALE,18,9,Delhi,86.4,43.0,,58.0,59.0,86.0,30.0
STU00161,Dhruv Gupta,Female,15,9,Delhi,,51.0,31.0,80.0,66.0,100.0,43.0
STU00111,Sai Rao,Male,18,12,Nagpur,76.0,72.0,AB,56.0,42.0,49.0,75.0
STU00304,Dhruv Mehta,Male,16,11,Jaipur,85.4,,46.0,70.0,52.0,46.0,81.0
STU01188,Anjali Agarwal,Male,16,9,Patna,75.5,76.0,44.0,65.0,75.0,44.0,4.0
STU00049,Rohan Yadav,Female,14,9,Pune,,55.0,,42.0,56.0,80.0,70.0
STU00510,Vivaan Gupta,Male,16,9,Ahmedabad,73.9,38.0,51.0,28.0,41.0,100.0,43.0
STU00019,Suresh Bhat,Female,16,12,Hyderabad,92.7,58.0,77.0,64.0,60.0,59.0,
STU01068,Diya Yadav,Male,18,9,Jaipur,,67.0,37.0,79.0,51.0,78.0,82.0
STU00935,Vivaan Kapoor,Male,17,10,Indore,77.1,90.0,33.0,,75.0,74.0,55.0
STU01115,Aryan Agarwal,Male,16,11,Delhi,72.0,85.0,60.0,44.0,46.0,86.0,64.0
STU00886,Karthik Nair,Male,16,9,Bengaluru,82.9,39.0,50.0,66.0,59.0,48.0,52.0
STU00276,Aman Nair,Male,15,9,Bhopal,100.0,54.0,35.0,40.0,52.0,67.0,79.0
STU00115,Kavya Kumar,Male,17,9,Nagpur,73.2,,99.0,44.0,,77.0,63.0
STU00728,Riya Verma,Female,15,11,Chennai,54.9,44.0,18.0,49.0,78.0,69.0,44.0
STU01156,Aryan Verma,Female,17,10,Chandigarh,88.8,62.0,51.0,22.0,61.0,42.0,93.0
STU00002,Meera Iyer,Female,16,12,Chennai,,45.0,84.0,69.0,,58.0,100.0
STU00228,Aditi Joshi,male,14,11,Indore,,79.0,49.0,47.0,,88.0,33.0
STU00134,Diya Reddy,F,18,10,Hyderabad,85.4,66.0,43.0,90.0,38.0,63.0,53.0
STU00249,Arjun Nair,Female,15,9,Bhopal,91.9,58.0,51.0,34.0,27.0,60.0,35.0
STU00497,Krishna Iyer,Male,14,11,Jaipur,71.8,82.0,48.0,33.0,55.0,95.0,51.0
STU00961,Yash Mehta,Male,14,10,Bengaluru,64.2,45.0,74.0,57.0,55.0,65.0,48.0
STU00336,Amit Chauhan,Male,14,9,Kolkata,70.1,47.0,94.0,47.0,-5,65.0,97.0
STU00440,Kavya Chauhan,Female,18,10,Patna,76.5,94.0,67.0,AB,56.0,66.0,41.0
STU01167,Kabir Bhat,Male,17,11,Kolkata,96.7,83.0,108,49.0,58.0,16.0,53.0
STU00813,Riya Agarwal,Male,17,10,Delhi,87.5,64.0,10.0,63.0,94.0,38.0,43.0
STU01052,Reyansh Gupta,Female,16,10,Bengaluru,95.1,77.0,22.0,59.0,47.0,59.0,33.0
STU00442,Diya Kumar,Male,18,10,Indore,74.8,85.0,,28.0,52.0,52.0,63.0
STU01163,Tanvi Bhat,Male,18,11,Indore,68.2,94.0,76.0,68.0,91.0,70.0,66.0
STU01114,Manoj Mishra,Male,14,10,Nagpur,69.7,74.0,75.0,45.0,59.0,,72.0
STU00839,Sai Iyer,Female,14,9,Chennai,65.5,54.0,,78.0,,65.0,63.0
STU01048,Reyansh Kapoor,Female,17,10,Kolkata,94.0,100.0,52.0,69.0,46.0,87.0,60.0
STU01104,Sai Bhat,Male,17,11,Lucknow,83.6,65.0,40.0,41.0,76.0,51.0,58.0
STU01150,Ishaan Pandey,Male,16,10,Indore,73.5,58.0,57.0,42.0,64.0,62.0,59.0
STU00243,Priya Singh,Male,15,12,Lucknow,70.7,75.0,88.0,41.0,88.0,75.0,56.0
STU00684,Dhruv Rao,Female,18,12,Bengaluru,62.9,63.0,55.0,53.0,55.0,65.0,84.0
STU00658,Rakesh Patel,Male,15,11,Bengaluru,64.9,50.0,59.0,72.0,40.0,62.0,
STU00505,Tanvi Mehta,Male,15,10,Chandigarh,92.4,47.0,60.0,65.0,,65.0,60.0
STU00409,Vivaan Gupta,Male,16,11,Chennai,-7.1,85.0,61.0,54.0,90.0,64.0,
STU01133,Arjun Verma,Female,15,12,Bhopal,100.0,61.0,57.0,49.0,47.0,80.0,93.0
STU01106,Anjali Kapoor,Male,14,10,Pune,76.3,59.0,70.0,10.0,80.0,38.0,54.0
STU01062,Aditi Chauhan,Female,16,9,Bhopal,,61.0,56.0,45.0,46.0,53.0,64.0
STU00141,Aryan Rao,Male,17,10,Nagpur,85.2,80.0,2.0,70.0,AB,51.0,74.0
STU00547,Vikram Nair,Female,16,11,Patna,84.0,67.0,59.0,52.0,11.0,100.0,54.0
STU00901,Aditya Rao,Female,17,9,Pune,78.4,100.0,91.0,83.0,50.0,84.0,65.0
STU00638,Shreya Malhotra,Male,14,9,Ahmedabad,82.9,51.0,24.0,56.0,43.0,56.0,42.0
STU00689,Amit Kapoor,Female,18,11,Patna,89.7,94.0,,36.0,52.0,63.0,60.0
STU00622,Amit Rao,Male,18,12,Jaipur,96.8,69.0,78.0,45.0,25.0,100.0,62.0
STU00851,Kabir Kumar,Female,18,10,Hyderabad,68.4,59.0,49.0,56.0,59.0,59.0,67.0
STU00584,Aarav Nair,Male,15,11,Ahmedabad,84.2,52.0,42.0,90.0,63.0,48.0,55.0
STU00333,Aditi Yadav,Female,16,9,Patna,100.0,62.0,60.0,48.0,48.0,71.0,30.0
STU01116,Neha Verma,Male,14,12,Mumbai,94.1,45.0,86.0,53.0,44.0,77.0,
STU01105,Rohan Gupta,Male,14,10,Chennai,75.9,75.0,40.0,72.0,35.0,76.0,48.0
